Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-09-27,100.428,105.003,98.1711,102.137,1669806.8056273
2022-09-28,101.096,104.531,98.8386,103.805,853641.78662827
2022-09-29,105.023,106.494,96.0119,96.797,923248.48422578
2022-09-30,96.797,100.076,95.2069,98.3479,714206.28575299
2022-10-03,98.1515,103.962,94.8143,103.393,1036101.6029726
2022-10-04,105.023,107.476,103.766,106.397,944067.3258345
2022-10-05,116.152,121.041,107.496,108.222,2713453.8887289
2022-10-06,110.892,110.911,106.592,109.478,842928.75347198
2022-10-07,108.948,114.073,107.004,114.073,801219.75191684
2022-10-10,112.776,113.993,110.911,112.56,749923.52810773
2022-10-11,112.384,118.567,110.302,118.567,994923.41361666
2022-10-12,118.567,118.567,111.893,112.678,690296.30362157
